image_name;distance
img_2922.jpg;2.9742255878466524
img_2472.jpg;2.0160437578263544
img_2523.jpg;3.3260873669472635
img_1919.jpg;2.779159488867162
img_2521.jpg;2.1973879912145318
img_1955.jpg;8.814209711849948
img_2907.jpg;4.896426056148204
img_2506.jpg;6.58406204209513
img_2529.jpg;6.068550844547751
img_2706.heic;5.1821185623517545
img_2508.jpg;4.732105158640193
img_2015.jpg;5.095747976438931
img_2703.jpg;1.3911221987885125
img_2714.jpg;5.715536584993937
img_2363.jpg;4.822585692036629
img_2298.jpg;3.9280067122494238
img_1981.jpg;2.5555174579929085
img_2267.jpg;2.295996378827179
img_1826.jpg;7.049046190407765
img_2661.jpg;5.359579806510136
img_1880.jpg;8.790945699807043
img_2738.jpg;7.636315828491318
img_1934.jpg;4.86133241656589
img_2493.jpg;7.095973134767862
img_2475.jpg;2.6542330959405662
img_2358.jpg;2.750961022276557
img_2887.jpg;2.591428057502692
img_2421.jpg;3.3661054811079287
img_2288.jpg;6.2014895952728395
img_2509.jpg;3.979391672686857
img_2448.jpg;1.8202875444675386
img_2612.jpg;3.6132729810077304
img_2605.jpg;3.913210804459488
img_2798.jpg;5.699772247388836
img_2752.jpg;2.8286976449515793
img_1869.jpg;4.5296479584509575
img_2826.jpg;4.66838088065567
img_2532.jpg;4.287636545131828
img_1858.jpg;2.2855279489699356
img_1652.jpg;4.627560253232841
img_2524.jpg;3.9941506965986173
img_2929.jpg;2.87462329752498
img_1719.jpg;1.8636082728144023
img_2768.jpg;2.873283694707565
img_2725.heic;8.664282330216114
img_2515.jpg;1.7623764545326357
img_2589.jpg;5.866547053317244
img_2534.jpg;2.7755701911867185
img_2696.jpg;5.810051034603227
img_2585.jpg;3.5707338953875416
img_2606.jpg;2.9103022498841735
img_1720.jpg;2.6469962486714658
img_2029.jpg;6.2973883906427695
img_1867.jpg;1.9093622542054662
img_2386.jpg;2.0930501599080276
img_2596.jpg;3.363188866283389
img_2790.jpg;4.122124052624321
img_2402.jpg;1.8807220391684063
img_2580.jpg;7.977334443057142
img_1698.jpg;2.9679098603813605
img_2685.jpg;4.443554300479367
img_1599.jpg;1.7396667607319918
img_2595.jpg;1.590772782438902
img_1995.jpg;3.7662539653809946
img_1962.jpg;2.0890045967602746
img_2284.jpg;3.9213436907788584
img_2262.jpg;3.763642986695928
img_1604.jpg;1.519900102183406
img_2919.jpg;1.8393598731646876
img_1884.jpg;6.266605349710153
img_1969.jpg;8.30490212102107
img_2281.jpg;3.412971390735385
img_2326.jpg;5.426229607699694
img_2679.heic;6.726288499825298
img_1629.jpg;3.0024600513666915
img_1892.jpg;3.7085021875666904
img_1638.jpg;1.6623893363422506
img_2545.jpg;6.9551181976681065
img_2560.jpg;7.124260876790498
img_1679.jpg;4.5573990370392545
img_1868.jpg;3.859972213079042
img_2403.jpg;6.271638459509385
img_2324.jpg;3.881055403260339
img_2024.jpg;3.901594176052962
img_2017.jpg;6.2240315086841385
img_2572.jpg;2.8572438475762794
img_2707.heic;4.437944480668634
img_2428.jpg;2.6222106898558906
img_2565.jpg;3.6517842641558778
img_1830.jpg;3.786703678921135
img_2314.jpg;4.328288137364009
img_2692.heic;6.637668600255237
img_2753.heic;6.161488393293281
img_2416.jpg;2.907893185462024
img_1828.jpg;4.953862209450486
img_2746.jpg;5.529885626229825
img_1710.jpg;6.545580302198195
img_2622.jpg;1.674710409608498
img_1821.jpg;4.4853017780755815
img_2739.heic;1.8252894651743121
img_2898.jpg;3.288476035424177
img_1852.jpg;6.329191595330301
img_2299.jpg;3.301239244393646
img_2466.jpg;5.468940139091581
img_2488.jpg;4.998580166014498
img_2576.jpg;5.521418872066776
img_2921.jpg;2.6906618237339166
img_2702.jpg;1.6529235314075934
img_2717.heic;4.747150988351055
img_1875.jpg;6.461179649521032
img_1913.jpg;3.3720648876182295
img_2365.jpg;6.088263173630766
img_1943.jpg;3.8778070648239717
img_1659.jpg;1.4445319910311807
img_1940.jpg;8.129045979031979
img_2387.jpg;1.7651043508061428
img_2482.jpg;2.8264674386875477
img_1636.jpg;2.043985206395406
img_2720.jpg;3.262989125411012
img_2276.jpg;7.142010331703648
img_2258.jpg;3.914916796519736
img_2914.jpg;4.949375342901179
img_1954.jpg;8.23721549992042
img_2022.jpg;2.8012155114421504
img_1849.jpg;4.888340332412073
img_2435.jpg;3.9482236013474834
img_1894.jpg;5.104576130394166
img_1716.jpg;4.253992514549671
img_1844.jpg;3.7479634502183288
img_2414.jpg;1.9898225452152074
img_1923.jpg;4.314728790985302
img_1683.jpg;6.763594386843048
img_2377.jpg;3.385068880380212
img_2755.heic;6.806166177185705
img_2004.jpg;3.34508127806966
img_2800.jpg;1.9751095767908513
img_2592.jpg;3.2796113378662453
img_2382.jpg;4.696479207484565
img_2591.jpg;3.892768987243831
img_2513.jpg;2.850533844031436
img_2400.jpg;4.487018618367194
img_2381.jpg;6.017965259442487
img_2687.jpg;5.322885449408627
img_2923.jpg;3.545939739859176
img_2733.jpg;4.882441216723265
img_2736.jpg;6.424079175207796
img_2859.jpg;3.473207923211777
